Name,Icon_Image,Photo_Image,House_Image,Animal,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite_Song,Favorite_Saying
Julia,https://acnhcdn.com/latest/NpcIcon/ost05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst05.png,https://acnhcdn.com/drivesync/render/houses/ost05_272_Julia.png,Ostrich,Female,Snooty,Education,31-Jul,dahling,K.K. Sonata,"Cut once, measure twice... Wait— reverse that."
Julian,https://acnhcdn.com/latest/NpcIcon/hrs13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs13.png,https://acnhcdn.com/drivesync/render/houses/hrs13_218_Julian.png,Horse,Male,Smug,Music,15-Mar,glitter,Space K.K.,Never trot when you can prance.
June,https://acnhcdn.com/latest/NpcIcon/cbr13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr13.png,https://acnhcdn.com/drivesync/render/houses/cbr13_390_June.png,Cub,Female,Normal,Nature,21-May,rainbow,K.K. Island,"Dream big, expect little."
Kabuki,https://acnhcdn.com/latest/NpcIcon/cat09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat09.png,https://acnhcdn.com/drivesync/render/houses/cat09_60_Kabuki.png,Cat,Male,Cranky,Music,29-Nov,meooo-OH,K.K. Jongara,"If you make your opponent flinch, you have already won."
Katt,https://acnhcdn.com/latest/NpcIcon/cat21.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat21.png,https://acnhcdn.com/drivesync/render/houses/cat21_72_Katt.png,Cat,Female,Big Sister,Music,27-Apr,purrty,K.K. Disco,MeowMEOWmeow!
Keaton,https://acnhcdn.com/latest/NpcIcon/pbr08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr08.png,https://acnhcdn.com/drivesync/render/houses/pbr08_285_Keaton.png,Eagle,Male,Smug,Music,01-Jun,wingo,Drivin',"Even in a room full of fools, someone is the smartest."
Ken,https://acnhcdn.com/latest/NpcIcon/chn13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlChn13.png,https://acnhcdn.com/drivesync/render/houses/chn13_97_Ken.png,Chicken,Male,Smug,Education,23-Dec,no doubt,K.K. Rally,C'est la vie!
Ketchup,https://acnhcdn.com/latest/NpcIcon/duk13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk13.png,https://acnhcdn.com/drivesync/render/houses/duk13_144_Ketchup.png,Duck,Female,Peppy,Play,27-Jul,bitty,Neapolitan,"When in doubt, eat a tomato!"
Kevin,https://acnhcdn.com/latest/NpcIcon/pig15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig15.png,https://acnhcdn.com/drivesync/render/houses/pig15_311_Kevin.png,Pig,Male,Jock,Play,26-Apr,weeweewee,K.K. Rockabilly,Sometimes it's OK to get dirty.
Kid Cat,https://acnhcdn.com/latest/NpcIcon/cat10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat10.png,https://acnhcdn.com/drivesync/render/houses/cat10_61_Kid%20Cat.png,Cat,Male,Jock,Fitness,01-Aug,psst,Go K.K. Rider,Crime doesn't pay!
Kidd,https://acnhcdn.com/latest/NpcIcon/goa07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa07.png,https://acnhcdn.com/drivesync/render/houses/goa07_181_Kidd.png,Goat,Male,Smug,Education,28-Jun,wut,K.K. Tango,"Be yourself, everyone else is already taken."
Kiki,https://acnhcdn.com/latest/NpcIcon/cat04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat04.png,https://acnhcdn.com/drivesync/render/houses/cat04_56_Kiki.png,Cat,Female,Normal,Education,08-Oct,kitty cat,Only Me,"Nothing ventured, nothing gained."
Kitt,https://acnhcdn.com/latest/NpcIcon/kgr00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr00.png,https://acnhcdn.com/drivesync/render/houses/kgr00_228_Kitt.png,Kangaroo,Female,Normal,Education,11-Oct,child,Stale Cupcakes,Funny parents have funny kids.
Kitty,https://acnhcdn.com/latest/NpcIcon/cat14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat14.png,https://acnhcdn.com/drivesync/render/houses/cat14_65_Kitty.png,Cat,Female,Snooty,Fashion,15-Feb,mrowrr,K.K. Chorale,"If you want something done well, do it yourself."
Klaus,https://acnhcdn.com/latest/NpcIcon/bea14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea14.png,https://acnhcdn.com/drivesync/render/houses/bea14_31_Klaus.png,Bear,Male,Smug,Education,31-Mar,strudel,K.K. Sonata,Pride goes before a fall.
Knox,https://acnhcdn.com/latest/NpcIcon/chn11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlChn11.png,https://acnhcdn.com/drivesync/render/houses/chn11_95_Knox.png,Chicken,Male,Cranky,Education,23-Nov,cluckling,K.K. Chorale,A chicken's coop is its castle.
Kody,https://acnhcdn.com/latest/NpcIcon/cbr04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr04.png,https://acnhcdn.com/drivesync/render/houses/cbr04_78_Kody.png,Cub,Male,Jock,Fitness,28-Sep,grah grah,My Place,The sky's the limit!
Kyle,https://acnhcdn.com/latest/NpcIcon/wol10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol10.png,https://acnhcdn.com/drivesync/render/houses/wol10_386_Kyle.png,Wolf,Male,Smug,Music,06-Dec,alpha,K.K. Metal,Never trust a sheep in wolf's clothing.
Leonardo,https://acnhcdn.com/latest/NpcIcon/tig04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig04.png,https://acnhcdn.com/drivesync/render/houses/tig04_374_Leonardo.png,Tiger,Male,Jock,Fitness,15-May,flexin',K.K. Metal,That's the way the energy bar crumbles.
Leopold,https://acnhcdn.com/latest/NpcIcon/lon04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon04.png,https://acnhcdn.com/drivesync/render/houses/lon04_239_Leopold.png,Lion,Male,Smug,Education,14-Aug,lion cub,Mr. K.K.,"The bigger the fish, the bigger your dinner."
Lily,https://acnhcdn.com/latest/NpcIcon/flg00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg00.png,https://acnhcdn.com/drivesync/render/houses/flg00_159_Lily.png,Frog,Female,Normal,Education,04-Feb,toady,Farewell,Don't jump to conclusions!
Limberg,https://acnhcdn.com/latest/NpcIcon/mus01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus01.png,https://acnhcdn.com/drivesync/render/houses/mus01_251_Limberg.png,Mouse,Male,Cranky,Education,17-Oct,squinky,K.K. Folk,Don't build a better mousetrap.
Lionel,https://acnhcdn.com/latest/NpcIcon/lon08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon08.png,https://acnhcdn.com/drivesync/render/houses/lon08_242_Lionel.png,Lion,Male,Smug,Music,29-Jul,precisely,K.K. Moody,Love is blind.
Lobo,https://acnhcdn.com/latest/NpcIcon/wol01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol01.png,https://acnhcdn.com/drivesync/render/houses/wol01_378_Lobo.png,Wolf,Male,Cranky,Education,05-Nov,ah-rooooo,K.K. Rock,"If it's not one thing, it's another."
Lolly,https://acnhcdn.com/latest/NpcIcon/cat18.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat18.png,https://acnhcdn.com/drivesync/render/houses/cat18_69_Lolly.png,Cat,Female,Normal,Music,27-Mar,bonbon,Forest Life,Laughter is the best medicine.
Lopez,https://acnhcdn.com/latest/NpcIcon/der05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer05.png,https://acnhcdn.com/drivesync/render/houses/der05_113_Lopez.png,Deer,Male,Smug,Education,20-Aug,badoom,K.K. Jazz,Always look both ways before crossing the street.
Louie,https://acnhcdn.com/latest/NpcIcon/gor04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor04.png,https://acnhcdn.com/drivesync/render/houses/gor04_187_Louie.png,Gorilla,Male,Jock,Fitness,26-Mar,hoo hoo ha,K.K. Fusion,It's all about the muscle.
Lucha,https://acnhcdn.com/latest/NpcIcon/brd15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd15.png,https://acnhcdn.com/drivesync/render/houses/brd15_42_Lucha.png,Bird,Male,Smug,Fitness,12-Dec,cacaw,K.K. Western,"Birds of a feather, et cetera, et cetera..."
Lucky,https://acnhcdn.com/latest/NpcIcon/dog02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog02.png,https://acnhcdn.com/drivesync/render/houses/dog02_120_Lucky.png,Dog,Male,Lazy,Play,04-Nov,rrr-owch,K.K. Dirge,Don't bite the hand that feeds you.
Lucy,https://acnhcdn.com/latest/NpcIcon/pig04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig04.png,https://acnhcdn.com/drivesync/render/houses/pig04_303_Lucy.png,Pig,Female,Normal,Music,02-Jun,snoooink,K.K. Sonata,The best is yet to come.
Lyman,https://acnhcdn.com/latest/NpcIcon/kal09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal09.png,https://acnhcdn.com/drivesync/render/houses/kal09_226_Lyman.png,Koala,Male,Jock,Play,12-Oct,chips,K.K. Safari,Eucalyptus is the spice of life.
Mac,https://acnhcdn.com/latest/NpcIcon/dog14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog14.png,https://acnhcdn.com/drivesync/render/houses/dog14_1_Mac.png,Dog,Male,Jock,Fitness,11-Nov,woo woof,My Place,Sometimes life is rough.
Maddie,https://acnhcdn.com/latest/NpcIcon/dog09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog09.png,https://acnhcdn.com/drivesync/render/houses/dog09_127_Maddie.png,Dog,Female,Peppy,Play,11-Jan,yippee,K.K. Stroll,The IT revolution is under way.
Maelle,https://acnhcdn.com/latest/NpcIcon/duk03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk03.png,https://acnhcdn.com/drivesync/render/houses/duk03_136_Maelle.png,Duck,Female,Snooty,Fashion,08-Apr,duckling,Café K.K.,A wise duck takes care of its bill.
Maggie,https://acnhcdn.com/latest/NpcIcon/pig10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig10.png,https://acnhcdn.com/drivesync/render/houses/pig10_307_Maggie.png,Pig,Female,Normal,Nature,03-Sep,schep,Drivin',All a plant needs is love...and sun and water and soil.
Mallary,https://acnhcdn.com/latest/NpcIcon/duk06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk06.png,https://acnhcdn.com/drivesync/render/houses/duk06_139_Mallary.png,Duck,Female,Snooty,Fashion,17-Nov,quackpth,K.K. Bossa,Purple is the color of royalty.
Maple,https://acnhcdn.com/latest/NpcIcon/cbr01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr01.png,https://acnhcdn.com/drivesync/render/houses/cbr01_75_Maple.png,Cub,Female,Normal,Education,15-Jun,honey,Forest Life,"Waste not, want not."
Marcel,https://acnhcdn.com/latest/NpcIcon/dog15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog15.png,https://acnhcdn.com/drivesync/render/houses/dog15_129_Marcel.png,Dog,Male,Lazy,Play,31-Dec,non,Comrade K.K.,There's not a dog so bad that he won't wag his tail.
Marcie,https://acnhcdn.com/latest/NpcIcon/kgr10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr10.png,https://acnhcdn.com/drivesync/render/houses/kgr10_235_Marcie.png,Kangaroo,Female,Normal,Nature,31-May,pouches,K.K. Aria,The road to a friend's house is never long.
Margie,https://acnhcdn.com/latest/NpcIcon/elp04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp04.png,https://acnhcdn.com/drivesync/render/houses/elp04_152_Margie.png,Elephant,Female,Normal,Education,28-Jan,tootie,K.K. Marathon,Keep your feet on the ground.
Marina,https://acnhcdn.com/latest/NpcIcon/ocp01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOcp01.png,https://acnhcdn.com/drivesync/render/houses/ocp01_266_Marina.png,Octopus,Female,Normal,Music,26-Jun,blurp,Soulful K.K.,"If you can't say something nice, don't say anything at all."
Marshal,https://acnhcdn.com/latest/NpcIcon/squ17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu17.png,https://acnhcdn.com/drivesync/render/houses/squ17_368_Marshal.png,Squirrel,Male,Smug,Music,29-Sep,sulky,K.K. Bossa,Seize the day.
Mathilda,https://acnhcdn.com/latest/NpcIcon/kgr01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr01.png,https://acnhcdn.com/drivesync/render/houses/kgr01_229_Mathilda.png,Kangaroo,Female,Snooty,Fitness,12-Nov,wee baby,K.K. Chorale,Nail polish is thicker than water.
Megan,https://acnhcdn.com/latest/NpcIcon/bea15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea15.png,https://acnhcdn.com/drivesync/render/houses/bea15_32_Megan.png,Bear,Female,Normal,Nature,13-Mar,sundae,Forest Life,"Take a page out of someone else's book, if it's a good book."
Melba,https://acnhcdn.com/latest/NpcIcon/kal02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal02.png,https://acnhcdn.com/drivesync/render/houses/kal02_222_Melba.png,Koala,Female,Normal,Education,12-Apr,toasty,K.K. Stroll,A friend who shares is a friend who cares.
Merengue,https://acnhcdn.com/latest/NpcIcon/rhn07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn07.png,https://acnhcdn.com/drivesync/render/houses/rhn07_338_Merengue.png,Rhino,Female,Normal,Nature,19-Mar,shortcake,K.K. Ballad,Life is a piece of cake.
Merry,https://acnhcdn.com/latest/NpcIcon/cat16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat16.png,https://acnhcdn.com/drivesync/render/houses/cat16_67_Merry.png,Cat,Female,Peppy,Fashion,29-Jun,mweee,Neapolitan,A smile increases your face value.
Midge,https://acnhcdn.com/latest/NpcIcon/brd08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd08.png,https://acnhcdn.com/drivesync/render/houses/brd08_40_Midge.png,Bird,Female,Normal,Education,12-Mar,tweedledee,K.K. Stroll,"When the world gets cold, just fly south."
Mint,https://acnhcdn.com/latest/NpcIcon/squ09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu09.png,https://acnhcdn.com/drivesync/render/houses/squ09_361_Mint.png,Squirrel,Female,Snooty,Fashion,02-May,ahhhhhh,K.K. Soul,Always lead by example.
Mira,https://acnhcdn.com/latest/NpcIcon/rbt19.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt19.png,https://acnhcdn.com/drivesync/render/houses/rbt19_333_Mira.png,Rabbit,Female,Big Sister,Fitness,06-Jul,cottontail,Go K.K. Rider,Always help a friend in need.
Miranda,https://acnhcdn.com/latest/NpcIcon/duk12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk12.png,https://acnhcdn.com/drivesync/render/houses/duk12_143_Miranda.png,Duck,Female,Snooty,Fashion,23-Apr,quackulous,K.K. Sonata,"If the world is flooded, it will be easy for the duck."
Mitzi,https://acnhcdn.com/latest/NpcIcon/cat01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat01.png,https://acnhcdn.com/drivesync/render/houses/cat01_53_Mitzi.png,Cat,Female,Normal,Education,25-Sep,mew,K.K. Love Song,Practice makes purrrfect!
Moe,https://acnhcdn.com/latest/NpcIcon/cat08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat08.png,https://acnhcdn.com/drivesync/render/houses/cat08_59_Moe.png,Cat,Male,Lazy,Play,12-Jan,myawn,Two Days Ago,Ignorance is bliss.
Molly,https://acnhcdn.com/latest/NpcIcon/duk16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk16.png,https://acnhcdn.com/drivesync/render/houses/duk16_146_Molly.png,Duck,Female,Normal,Nature,07-Mar,quackidee,K.K. Ballad,Like water off a duck's back.
Monique,https://acnhcdn.com/latest/NpcIcon/cat11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat11.png,https://acnhcdn.com/drivesync/render/houses/cat11_62_Monique.png,Cat,Female,Snooty,Fashion,30-Sep,pffffft,K.K. Cruisin',All publicity is good publicity!
Monty,https://acnhcdn.com/latest/NpcIcon/mnk04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk04.png,https://acnhcdn.com/drivesync/render/houses/mnk04_245_Monty.png,Monkey,Male,Cranky,Education,07-Dec,g'tang,To The Edge,No news is good news.
Moose,https://acnhcdn.com/latest/NpcIcon/mus14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus14.png,https://acnhcdn.com/drivesync/render/houses/mus14_260_Moose.png,Mouse,Male,Jock,Fitness,13-Sep,shorty,K.K. Rockabilly,A cornered rat will summon the courage to bite a cat.
Mott,https://acnhcdn.com/latest/NpcIcon/lon06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon06.png,https://acnhcdn.com/drivesync/render/houses/lon06_240_Mott.png,Lion,Male,Jock,Fitness,10-Jul,cagey,K.K. Fusion,The lion's share goes to the lion.
Muffy,https://acnhcdn.com/latest/NpcIcon/shp12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp12.png,https://acnhcdn.com/drivesync/render/houses/shp12_349_Muffy.png,Sheep,Female,Big Sister,Music,14-Feb,nightshade,K.K. Sonata,There's a black sheep in every family.
Murphy,https://acnhcdn.com/latest/NpcIcon/cbr07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr07.png,https://acnhcdn.com/drivesync/render/houses/cbr07_81_Murphy.png,Cub,Male,Cranky,Education,29-Dec,malarkey,K.K. Safari,"More money, more problems."
Nan,https://acnhcdn.com/latest/NpcIcon/goa01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa01.png,https://acnhcdn.com/drivesync/render/houses/goa01_177_Nan.png,Goat,Female,Normal,Nature,24-Aug,kid,K.K. Étude,Nanny-nanny boo-boo!
Nana,https://acnhcdn.com/latest/NpcIcon/mnk01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk01.png,https://acnhcdn.com/drivesync/render/houses/mnk01_243_Nana.png,Monkey,Female,Normal,Education,23-Aug,po po,K.K. Ballad,Bread always falls peanut-butter side down.
Naomi,https://acnhcdn.com/latest/NpcIcon/cow07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow07.png,https://acnhcdn.com/drivesync/render/houses/cow07_101_Naomi.png,Cow,Female,Snooty,Fashion,28-Feb,moolah,K.K. Milonga,Moo like there's no tomorrow.
Nate,https://acnhcdn.com/latest/NpcIcon/bea05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea05.png,https://acnhcdn.com/drivesync/render/houses/bea05_22_Nate.png,Bear,Male,Lazy,Play,16-Aug,yawwwn,Forest Life,Be true to yourself.
Nibbles,https://acnhcdn.com/latest/NpcIcon/squ04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu04.png,https://acnhcdn.com/drivesync/render/houses/squ04_356_Nibbles.png,Squirrel,Female,Peppy,Fashion,19-Jul,niblet,K.K. Disco,"Appearances are, like, totally deceiving."
Norma,https://acnhcdn.com/latest/NpcIcon/cow06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow06.png,https://acnhcdn.com/drivesync/render/houses/cow06_100_Norma.png,Cow,Female,Normal,Nature,20-Sep,hoof hoo,Mountain Song,"If you want what you have, then you'll have what you want."
O'Hare,https://acnhcdn.com/latest/NpcIcon/rbt15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt15.png,https://acnhcdn.com/drivesync/render/houses/rbt15_329_O_Hare.png,Rabbit,Male,Smug,Nature,24-Jul,amigo,K.K. Island,It's not old; it's vintage.
Octavian,https://acnhcdn.com/latest/NpcIcon/ocp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOcp00.png,https://acnhcdn.com/drivesync/render/houses/ocp00_265_Octavian.png,Octopus,Male,Cranky,Play,20-Sep,sucker,K.K. D&B,Don't be a sucker!
Olaf,https://acnhcdn.com/latest/NpcIcon/ant09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt09.png,https://acnhcdn.com/drivesync/render/houses/ant09_18_Olaf.png,Anteater,Male,Smug,Education,19-May,whiffa,K.K. Milonga,Keep your nose clean.
Olive,https://acnhcdn.com/latest/NpcIcon/cbr09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr09.png,https://acnhcdn.com/drivesync/render/houses/cbr09_82_Olive.png,Cub,Female,Normal,Nature,12-Jul,sweet pea,Neapolitan,Sticky fingers attract bees.
Olivia,https://acnhcdn.com/latest/NpcIcon/cat03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat03.png,https://acnhcdn.com/drivesync/render/houses/cat03_55_Olivia.png,Cat,Female,Snooty,Music,03-Feb,purrr,K.K. Sonata,There's an exception to every rule.
Opal,https://acnhcdn.com/latest/NpcIcon/elp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp00.png,https://acnhcdn.com/drivesync/render/houses/elp00_148_Opal.png,Elephant,Female,Snooty,Fashion,20-Jan,snoot,K.K. Cruisin',"However little you think of an elephant, you can't say it won't fill a pot."
Ozzie,https://acnhcdn.com/latest/NpcIcon/kal05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal05.png,https://acnhcdn.com/drivesync/render/houses/kal05_224_Ozzie.png,Koala,Male,Lazy,Play,07-May,ol' bear,Mr. K.K.,Half a loaf is better than none.
Pancetti,https://acnhcdn.com/latest/NpcIcon/pig16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig16.png,https://acnhcdn.com/drivesync/render/houses/pig16_312_Pancetti.png,Pig,Female,Snooty,Music,14-Nov,sooey,K.K. Cruisin',Always get it in writing.
Pango,https://acnhcdn.com/latest/NpcIcon/ant02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt02.png,https://acnhcdn.com/drivesync/render/houses/ant02_14_Pango.png,Anteater,Female,Peppy,Fashion,09-Nov,snooooof,K.K. Oasis,A thing of beauty is a joy forever.
Paolo,https://acnhcdn.com/latest/NpcIcon/elp05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp05.png,https://acnhcdn.com/drivesync/render/houses/elp05_153_Paolo.png,Elephant,Male,Lazy,Nature,05-May,pal,To The Edge,"When it works, it works."
Papi,https://acnhcdn.com/latest/NpcIcon/hrs12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs12.png,https://acnhcdn.com/drivesync/render/houses/hrs12_217_Papi.png,Horse,Male,Lazy,Nature,10-Jan,haaay,Hypno K.K.,Never say neigh.
Pashmina,https://acnhcdn.com/latest/NpcIcon/goa08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa08.png,https://acnhcdn.com/drivesync/render/houses/goa08_182_Pashmina.png,Goat,Female,Big Sister,Music,26-Dec,kidders,K.K. Disco,"Before you judge someone, walk a mile in their hooves."
Pate,https://acnhcdn.com/latest/NpcIcon/duk02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk02.png,https://acnhcdn.com/drivesync/render/houses/duk02_135_Pate.png,Duck,Female,Peppy,Fashion,23-Feb,quackle,K.K. Soul,A duck won't bite you.
Patty,https://acnhcdn.com/latest/NpcIcon/cow00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow00.png,https://acnhcdn.com/drivesync/render/houses/cow00_98_Patty.png,Cow,Female,Peppy,Fashion,10-May,how-now,K.K. Calypso,A friend in need is a friend indeed!
Paula,https://acnhcdn.com/latest/NpcIcon/bea10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea10.png,https://acnhcdn.com/drivesync/render/houses/bea10_27_Paula.png,Bear,Female,Big Sister,Fitness,22-Mar,yodelay,K.K. Disco,Trends always make a comeback.
Peaches,https://acnhcdn.com/latest/NpcIcon/hrs08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs08.png,https://acnhcdn.com/drivesync/render/houses/hrs08_213_Peaches.png,Horse,Female,Normal,Education,28-Nov,neighbor,Forest Life,Every day is a gift.
Peanut,https://acnhcdn.com/latest/NpcIcon/squ00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu00.png,https://acnhcdn.com/drivesync/render/houses/squ00_352_Peanut.png,Squirrel,Female,Peppy,Fashion,08-Jun,slacker,Forest Life,Never take a nibble when you can take a bite.
Pecan,https://acnhcdn.com/latest/NpcIcon/squ03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu03.png,https://acnhcdn.com/drivesync/render/houses/squ03_355_Pecan.png,Squirrel,Female,Snooty,Fashion,10-Sep,chipmunk,K.K. Love Song,Promises are like pie crusts— they're made to be broken.
Peck,https://acnhcdn.com/latest/NpcIcon/brd17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd17.png,https://acnhcdn.com/drivesync/render/houses/brd17_44_Peck.png,Bird,Male,Jock,Play,25-Jul,crunch,My Place,The best defense is a good offense.
Peewee,https://acnhcdn.com/latest/NpcIcon/gor01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor01.png,https://acnhcdn.com/drivesync/render/houses/gor01_185_Peewee.png,Gorilla,Male,Cranky,Fitness,11-Sep,li'l bitty baby,K.K. Rock,Look behind you.
Peggy,https://acnhcdn.com/latest/NpcIcon/pig11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig11.png,https://acnhcdn.com/drivesync/render/houses/pig11_308_Peggy.png,Pig,Female,Peppy,Fashion,23-May,shweetie,K.K. Bossa,We're all diamonds in the rough.
Pekoe,https://acnhcdn.com/latest/NpcIcon/cbr14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr14.png,https://acnhcdn.com/drivesync/render/houses/cbr14_84_Pekoe.png,Cub,Female,Normal,Nature,18-May,bud,Imperial K.K.,Let bygones be bygones.
Penelope,https://acnhcdn.com/latest/NpcIcon/mus17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus17.png,https://acnhcdn.com/drivesync/render/houses/mus17_263_Penelope.png,Mouse,Female,Peppy,Fashion,05-Feb,oh bow,Bubblegum K.K.,One mile or a thousand makes no difference to love.
Phil,https://acnhcdn.com/latest/NpcIcon/ost07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst07.png,https://acnhcdn.com/drivesync/render/houses/ost07_274_Phil.png,Ostrich,Male,Smug,Music,27-Nov,hurk,K.K. Moody,Best not to say too much.
Phoebe,https://acnhcdn.com/latest/NpcIcon/ost10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst10.png,https://acnhcdn.com/drivesync/render/houses/ost10_277_Phoebe.png,Ostrich,Female,Big Sister,Fitness,22-Apr,sparky,K.K. Flamenco,You can't keep a good bird down.
Pierce,https://acnhcdn.com/latest/NpcIcon/pbr02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr02.png,https://acnhcdn.com/drivesync/render/houses/pbr02_280_Pierce.png,Eagle,Male,Jock,Fitness,08-Jan,hawkeye,K.K. Gumbo,"When someone says fly, you ask how high!"
Pietro,https://acnhcdn.com/latest/NpcIcon/shp13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp13.png,https://acnhcdn.com/drivesync/render/houses/shp13_350_Pietro.png,Sheep,Male,Smug,Music,19-Apr,honk honk,K.K. Parade,Be the class clown.
Pinky,https://acnhcdn.com/latest/NpcIcon/bea01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea01.png,https://acnhcdn.com/drivesync/render/houses/bea01_20_Pinky.png,Bear,Female,Peppy,Fashion,09-Sep,wah,Imperial K.K.,Time spent with friends is time well spent.
